MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12
1373528-4,Cortada Ramal,Ativa,,,,,,,,Residencial,1.0,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,0.0,0.0,236.03,0.0,0.0,236.03,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17
1373529-2,Ativa,Ativa,B15B003777,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,18/05/2017,Residencial,17.0,,,,140.0,140.0,170.0,880.09,704.07,0.0,0.0,0.0,1584.16,113.0,113.0,170.0,880.09,704.07,0.0,0.0,0.0,1584.16,114.0,114.0,170.0,880.09,704.07,70.2,0.0,1572.48,81.88,120.0,120.0,170.0,880.09,704.07,0.0,0.0,0.0,1584.16,107.0,107.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,106.0,106.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,126.0,126.0,170.0,840.82,672.66,59.0,0.0,0.0,1572.48,120.0,120.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,127.0,127.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,119.0,119.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,96.0,96.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,116.0,116.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48,94.0,94.0,170.0,840.82,672.66,0.0,0.0,0.0,1513.48
1373530-6,Ativa,Ativa,B17B500157,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,10/09/2020,Residencial,12.0,,,,138.0,138.0,138.0,792.78,634.22,0.0,0.0,0.0,1427.0,100.0,100.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,92.0,92.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,117.0,117.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,108.0,108.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,109.0,109.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,110.0,110.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,115.0,115.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,103.0,103.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,112.0,112.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,97.0,97.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,121.0,121.0,121.0,602.62,482.1,0.0,0.0,0.0,1084.72,115.0,115.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34
1373531-4,Ativa,Ativa,Y21S227092,Unijato,MARCA A,"1,6","3/4""",Classe B,18/05/2022,Residencial,1.0,,,,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,2.0,2.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373532-2,Ativa,Ativa,Y21S510007,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2024,Residencial,1.0,,,,23.0,23.0,23.0,175.66,140.53,5.35,0.0,0.0,321.54,17.0,17.0,17.0,118.48,94.78,2.66,0.0,0.0,215.92,18.0,18.0,18.0,128.01,102.41,5.82,0.0,0.0,236.24,11.0,11.0,11.0,61.3,49.04,7.11,0.0,0.0,117.45,20.0,20.0,20.0,140.46,112.37,7.62,0.0,0.0,260.45,23.0,23.0,23.0,167.76,134.21,6.9,0.0,0.0,308.87,25.0,25.0,25.0,185.96,148.77,6.35,0.0,0.0,341.08,23.0,23.0,23.0,167.76,134.21,16.3,0.0,0.0,318.27,21.0,21.0,21.0,149.56,119.65,6.81,0.0,0.0,276.02,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,23.0,23.0,23.0,167.76,134.21,6.79,0.0,0.0,308.76,17.0,17.0,17.0,113.16,90.53,4.61,0.0,0.0,208.3,22.0,22.0,22.0,158.66,126.93,5.62,0.0,0.0,291.21
1373534-9,Ativa,Ativa,Y21S506905,Unijato,MARCA A,"1,6","3/4""",Classe B,28/07/2022,Residencial,1.0,,,,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17
1373535-7,Ativa,Ativa,Y21S227241,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,21.0,21.0,21.0,156.6,125.28,4.74,0.0,0.0,286.62,14.0,14.0,14.0,85.86,68.69,4.94,0.0,0.0,159.49,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,3.3,0.0,0.0,141.47,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,13.0,13.0,13.0,76.76,61.41,5.09,0.0,0.0,143.26,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,18.0,18.0,18.0,122.26,97.81,4.37,0.0,0.0,224.44,16.0,16.0,16.0,104.06,83.25,6.1,0.0,0.0,193.41,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31
1373536-5,Ativa,Ativa,B15B003773,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,23/05/2017,Residencial,16.0,,,,127.0,127.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,104.0,104.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,86.0,86.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,85.0,85.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,109.0,109.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,107.0,107.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,130.0,130.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,104.0,104.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,109.0,109.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,107.0,107.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,104.0,104.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,125.0,125.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,114.0,114.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45
1373537-3,Ativa,Ativa,Y21S506903,Unijato,MARCA A,"1,6","3/4""",Classe B,29/07/2022,Residencial,1.0,,,,23.0,23.0,23.0,175.66,140.53,0.0,0.0,0.0,316.19,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,20.0,20.0,20.0,147.07,117.66,9.98,0.0,0.0,274.71,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,16.0,16.0,16.0,104.06,83.25,4.16,0.0,0.0,191.47,15.0,15.0,15.0,94.96,75.97,5.64,0.0,0.0,176.57,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07
1373538-1,Ativa,Ativa,Y21S226263,Unijato,MARCA A,"1,6","3/4""",Classe B,22/03/2022,Industrial,,,1.0,,5.0,5.0,10.0,76.81999999999998,61.46,4.47,0.0,0.0,142.75,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,9.4,3.0,3.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,0.0,0.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,3.0,3.0,10.0,73.39,58.71,84.89,0.0,0.0,216.99,3.0,3.0,10.0,73.39,58.71,5.19,0.0,0.0,137.29,2.0,2.0,10.0,73.39,58.71,4.34,0.0,0.0,136.44,3.0,3.0,10.0,73.39,58.71,0.05,0.0,0.0,132.15,0.0,0.0,0.0,,,,,,,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,5.0,5.0,10.0,73.39,58.71,8.89,0.0,0.0,140.99,3.0,3.0,10.0,73.39,58.71,10.25,0.0,0.0,142.35
1373539-0,Cancelada,Ativa,,,,,,,,Industrial,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373540-3,Cancelada,Ativa,,,,,,,,Industrial,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373541-1,Cancelada,Cancelada,,,,,,,,Industrial,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373542-0,Ativa,Ativa,Y21S226257,Unijato,MARCA A,"1,6","3/4""",Classe B,22/03/2022,Industrial,,,1.0,,1.0,1.0,10.0,76.81999999999998,61.46,2.92,0.0,0.0,141.2,1.0,1.0,10.0,76.81999999999998,61.46,2.82,0.0,0.0,141.1,2.0,2.0,10.0,76.81999999999998,61.46,3.26,0.0,0.0,141.54,9.0,9.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,4.0,4.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,7.0,7.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1
1373543-8,Ativa,Ativa,Y21S227148,Unijato,MARCA A,"1,6","3/4""",Classe B,30/03/2022,Residencial,1.0,,,,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373544-6,Ativa,Ativa,A23AA0210235,Unijato,MARCA A,"1,5","3/4""",Classe B,20/03/2026,Residencial,1.0,,,,10.0,10.0,10.0,0.0,0.0,81.92,0.0,0.0,81.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,
1373545-4,Ativa,Ativa,Y21S227249,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,5.0,5.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,7.0,7.0,10.0,51.77,41.42,147.63,0.0,0.0,240.82,7.0,7.0,10.0,51.77,41.42,145.69,0.0,0.0,238.88,2.0,2.0,10.0,51.77,41.42,141.26,0.0,0.0,234.45,6.0,6.0,10.0,49.46,39.57,151.37,0.0,228.21,12.19,3.0,3.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,3.0,3.0,10.0,49.46,39.57,151.61,0.0,0.0,240.64,1.0,1.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,2.0,2.0,10.0,49.46,39.57,144.13,0.0,0.0,233.16,2.0,2.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,2.0,2.0,10.0,49.46,39.57,154.42,0.0,0.0,243.45,5.0,5.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21,5.0,5.0,10.0,49.46,39.57,139.18,0.0,0.0,228.21
1373546-2,Ativa,Ativa,Y21S227139,Unijato,MARCA A,"1,6","3/4""",Classe B,30/03/2022,Residencial,1.0,,,,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07
1373547-0,Ativa,Cancelada,Y21S226114,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,2.0,2.0,10.0,51.77,0.0,0.0,0.0,1.95,49.82,3.0,3.0,10.0,51.77,0.0,1.11,0.0,52.88,0.0,3.0,3.0,10.0,51.77,0.0,3.22,0.0,0.0,54.99,0.0,0.0,10.0,51.77,0.0,0.0,0.0,0.0,51.77,9.0,9.0,10.0,49.46,0.0,2.75,0.0,0.0,52.21,1.0,1.0,10.0,49.46,0.0,5.37,0.0,0.0,54.83,15.0,15.0,15.0,94.96,0.0,4.58,0.0,0.0,99.54,24.0,24.0,24.0,176.86,0.0,4.22,0.0,0.0,181.08,21.0,21.0,21.0,149.56,0.0,4.87,0.0,0.0,154.43,20.0,20.0,20.0,140.46,0.0,3.72,0.0,0.0,144.18,22.0,22.0,22.0,158.66,0.0,4.0,0.0,0.0,162.66,18.0,18.0,18.0,122.26,0.0,4.49,0.0,0.0,126.75,19.0,19.0,19.0,131.36,0.0,5.3,0.0,0.0,136.66
1373548-9,Ativa,Ativa,Y21S227265,Unijato,MARCA A,"1,6","3/4""",Classe B,27/04/2022,Residencial,1.0,,,,18.0,18.0,18.0,128.01,102.41,2.6,0.0,0.0,233.02,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,11.0,11.0,11.0,61.3,49.04,2.9,0.0,0.0,113.24,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,12.0,12.0,12.0,67.66,54.13,1.87,0.0,0.0,123.66,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93
1373549-7,Ativa,Ativa,B15S013610,ULTRASSÔNICO,MARCA A,"4,0","3/4""",Classe C,26/10/2021,Residencial,40.0,,,,434.0,434.0,434.0,2394.82,1915.86,0.0,0.0,0.0,4310.68,374.0,374.0,400.0,2070.8,1656.64,0.0,0.0,0.0,3727.44,370.0,370.0,400.0,2070.8,1656.64,0.0,0.0,0.0,3727.44,407.0,407.0,407.0,2137.51,1710.01,0.0,0.0,0.0,3847.52,361.0,361.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12,405.0,405.0,405.0,2023.9,1619.12,0.0,0.0,0.0,3643.02,448.0,448.0,448.0,2415.2,1932.16,0.0,0.0,0.0,4347.36,384.0,384.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12,369.0,369.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12,364.0,364.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12,368.0,368.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12,414.0,414.0,414.0,2105.8,1684.64,0.0,0.0,0.0,3790.44,363.0,363.0,400.0,1978.4,1582.72,0.0,0.0,0.0,3561.12
1373550-0,Ativa,Ativa,Y21S226258,Unijato,MARCA A,"1,6","3/4""",Classe B,22/03/2022,Industrial,,,1.0,,1.0,1.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,2.0,2.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,2.0,2.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,4.0,4.0,10.0,76.81999999999998,61.46,0.0,0.0,0.0,138.28,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,2.0,2.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,1.0,1.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,3.0,3.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1
1373551-9,Ativa,Ativa,Y21S226102,Unijato,MARCA A,"1,6","3/4""",Classe B,21/07/2022,Residencial,1.0,,,,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,8.0,8.0,10.0,49.46,39.57,7.41,0.0,0.0,96.44,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,5.0,5.0,10.0,49.46,39.57,52.0,0.0,0.0,141.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,13.77,0.0,0.0,102.8,9.0,9.0,10.0,49.46,39.57,27.74,0.0,0.0,116.77
1373552-7,Ativa,Ativa,Y21S227182,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,1.0,1.0,10.0,51.77,41.42,4.8,0.0,0.0,97.99,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,18.0,18.0,18.0,128.01,102.41,2.14,0.0,0.0,232.56,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,17.0,17.0,17.0,113.16,90.53,0.0,0.0,0.0,203.69,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373553-5,Ativa,Ativa,A21AA0175077,Multijato,MARCA A,"1,5","3/4""",Classe B,28/07/2022,Industrial,,,1.0,,84.0,84.0,84.0,989.98,791.98,96.9,0.0,0.0,1878.86,69.0,69.0,69.0,804.88,643.9,0.0,0.0,0.0,1448.78,63.0,63.0,63.0,730.84,584.67,0.0,0.0,0.0,1315.51,13.0,13.0,13.0,113.84,91.07,0.0,0.0,0.0,204.91,13.0,13.0,13.0,108.76,87.01,561.54,0.0,0.0,757.31,22.0,22.0,22.0,214.87,171.9,0.0,0.0,0.0,386.77,27.0,27.0,27.0,273.82,219.06,0.0,0.0,0.0,492.88,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,73.39,58.71,0.0,0.0,0.0,132.1,36.0,36.0,36.0,379.93,303.94,0.0,0.0,0.0,683.87,61.0,61.0,61.0,674.68,539.74,0.0,0.0,0.0,1214.42,85.0,85.0,85.0,957.64,766.11,91.72,0.0,0.0,1815.47
