MATRICULA,SIT._LIG_AGUA,SIT._LIG_ESGOTO,NUMERO_HIDROMETRO,TIPO_HIDROMETRO,MARCA_HIDROMETRO,CAPACIDADE_HIDROMETRO,DIAMETRO_HIDROMETRO,CLASSE_METROLOGICA,DATA_INSTALACAO_HIDROMETRO,CATEGORIA_PRINCIPAL,NUMERO_ECONOMIAS_RES,NUMERO_ECONOMIAS_COM,NUMERO_ECONOMIAS_IND,NUMERO_ECONOMIAS_PUB,VOLUME_LIDO,VOLUME_REAL,VOLUME_FATURADO,VALOR_AGUA,VALOR_ESGOTO,VALOR_SERVICOS,VALOR_IMPOSTOS,VALOR_DESCONTOS,VALOR_TOTAL,VOLUME_LIDO_01,VOLUME_REAL_01,VOLUME_FATURADO_01,VALOR_AGUA_01,VALOR_ESGOTO_01,VALOR_SERVICOS_01,VALOR_IMPOSTOS_01,VALOR_DESCONTOS_01,VALOR_TOTAL_01,VOLUME_LIDO_02,VOLUME_REAL_02,VOLUME_FATURADO_02,VALOR_AGUA_02,VALOR_ESGOTO_02,VALOR_SERVICOS_02,VALOR_IMPOSTOS_02,VALOR_DESCONTOS_02,VALOR_TOTAL_02,VOLUME_LIDO_03,VOLUME_REAL_03,VOLUME_FATURADO_03,VALOR_AGUA_03,VALOR_ESGOTO_03,VALOR_SERVICOS_03,VALOR_IMPOSTOS_03,VALOR_DESCONTOS_03,VALOR_TOTAL_03,VOLUME_LIDO_04,VOLUME_REAL_04,VOLUME_FATURADO_04,VALOR_AGUA_04,VALOR_ESGOTO_04,VALOR_SERVICOS_04,VALOR_IMPOSTOS_04,VALOR_DESCONTOS_04,VALOR_TOTAL_04,VOLUME_LIDO_05,VOLUME_REAL_05,VOLUME_FATURADO_05,VALOR_AGUA_05,VALOR_ESGOTO_05,VALOR_SERVICOS_05,VALOR_IMPOSTOS_05,VALOR_DESCONTOS_05,VALOR_TOTAL_05,VOLUME_LIDO_06,VOLUME_REAL_06,VOLUME_FATURADO_06,VALOR_AGUA_06,VALOR_ESGOTO_06,VALOR_SERVICOS_06,VALOR_IMPOSTOS_06,VALOR_DESCONTOS_06,VALOR_TOTAL_06,VOLUME_LIDO_07,VOLUME_REAL_07,VOLUME_FATURADO_07,VALOR_AGUA_07,VALOR_ESGOTO_07,VALOR_SERVICOS_07,VALOR_IMPOSTOS_07,VALOR_DESCONTOS_07,VALOR_TOTAL_07,VOLUME_LIDO_08,VOLUME_REAL_08,VOLUME_FATURADO_08,VALOR_AGUA_08,VALOR_ESGOTO_08,VALOR_SERVICOS_08,VALOR_IMPOSTOS_08,VALOR_DESCONTOS_08,VALOR_TOTAL_08,VOLUME_LIDO_09,VOLUME_REAL_09,VOLUME_FATURADO_09,VALOR_AGUA_09,VALOR_ESGOTO_09,VALOR_SERVICOS_09,VALOR_IMPOSTOS_09,VALOR_DESCONTOS_09,VALOR_TOTAL_09,VOLUME_LIDO_10,VOLUME_REAL_10,VOLUME_FATURADO_10,VALOR_AGUA_10,VALOR_ESGOTO_10,VALOR_SERVICOS_10,VALOR_IMPOSTOS_10,VALOR_DESCONTOS_10,VALOR_TOTAL_10,VOLUME_LIDO_11,VOLUME_REAL_11,VOLUME_FATURADO_11,VALOR_AGUA_11,VALOR_ESGOTO_11,VALOR_SERVICOS_11,VALOR_IMPOSTOS_11,VALOR_DESCONTOS_11,VALOR_TOTAL_11,VOLUME_LIDO_12,VOLUME_REAL_12,VOLUME_FATURADO_12,VALOR_AGUA_12,VALOR_ESGOTO_12,VALOR_SERVICOS_12,VALOR_IMPOSTOS_12,VALOR_DESCONTOS_12,VALOR_TOTAL_12
1372601-3,Ativa,Ativa,Y21S226155,Unijato,MARCA A,"1,6","3/4""",Classe B,19/04/2022,Residencial,1.0,,,,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,17.0,17.0,17.0,118.48,94.78,0.0,0.0,0.0,213.26,22.0,22.0,22.0,166.13,132.9,27.54,0.0,0.0,326.57,25.0,25.0,25.0,194.72,155.78,5.81,0.0,0.0,356.31,66.0,66.0,66.0,752.45,601.96,0.0,0.0,0.0,1354.41,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,145.0,145.0,145.0,1988.01,1590.41,0.0,0.0,0.0,3578.42,122.0,122.0,122.0,1628.29,1302.63,9.12,0.0,0.0,2940.04,47.0,47.0,47.0,464.26,371.41,0.0,0.0,0.0,835.67,30.0,30.0,30.0,249.21,199.37,0.0,0.0,0.0,448.58,24.0,24.0,24.0,176.86,141.49,22.58,0.0,0.0,340.93,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,57.0,57.0,57.0,611.69,489.35,9.59,0.0,0.0,1110.63
1372614-5,Ativa,Cancelada,Y21S227293,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,19.0,19.0,19.0,137.54,0.0,0.0,0.0,0.0,137.54,18.0,18.0,18.0,128.01,0.0,0.0,0.0,0.0,128.01,16.0,16.0,16.0,108.95,0.0,0.0,0.0,0.0,108.95,18.0,18.0,18.0,128.01,0.0,0.0,0.0,0.0,128.01,15.0,15.0,15.0,94.96,0.0,0.0,0.0,0.0,94.96,16.0,16.0,16.0,104.06,0.0,0.0,0.0,0.0,104.06,19.0,19.0,19.0,131.36,0.0,0.0,0.0,0.0,131.36,18.0,18.0,18.0,122.26,0.0,0.0,0.0,0.0,122.26,16.0,16.0,16.0,104.06,0.0,0.0,0.0,0.0,104.06,15.0,15.0,15.0,94.96,0.0,0.0,0.0,0.0,94.96,15.0,15.0,15.0,94.96,0.0,0.0,0.0,0.0,94.96,14.0,14.0,14.0,85.86,0.0,0.0,0.0,0.0,85.86,21.0,21.0,21.0,149.56,0.0,0.0,0.0,0.0,149.56
1372627-7,Ativa,Ativa,Y19S048649,UNIJATO - PRÉ EQUIPADO,MARCA D,"1,6","3/4""",Classe B,27/06/2019,Residencial,1.0,,,,3.0,3.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,1.0,1.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,7.0,7.0,10.0,49.46,39.57,3.47,0.0,0.0,92.5,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372643-9,Ativa,Ativa,Y21S227278,Unijato,MARCA A,"1,6","3/4""",Classe B,19/05/2022,Residencial,1.0,,,,8.0,8.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,69.0,69.0,69.0,836.75,669.4,-627.98,0.0,0.0,878.17,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,1.9,0.0,0.0,107.31,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,3.0,0.0,0.0,92.03,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372649-8,Ativa,Ativa,Y21S506906,Unijato,MARCA A,"1,6","3/4""",Classe B,28/07/2022,Residencial,1.0,,,,39.0,39.0,39.0,380.08,304.06,0.0,0.0,0.0,684.14,29.0,29.0,29.0,247.68,198.14,0.0,0.0,0.0,445.82,25.0,25.0,25.0,194.72,155.78,0.0,0.0,0.0,350.5,29.0,29.0,29.0,247.68,198.14,0.0,0.0,0.0,445.82,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04,27.0,27.0,27.0,211.26,169.01,0.0,0.0,0.0,380.27,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,25.0,25.0,25.0,185.96,148.77,0.0,0.0,0.0,334.73
1372650-1,Ativa,Ativa,Y21S506912,Unijato,MARCA A,"1,6","3/4""",Classe B,29/07/2022,Residencial,1.0,,,,27.0,27.0,27.0,221.2,176.96,25.55,0.0,0.0,423.71,27.0,27.0,27.0,221.2,176.96,0.0,0.0,0.0,398.16,46.0,46.0,46.0,472.76,378.21,0.0,0.0,0.0,850.97,50.0,50.0,50.0,525.72,420.58,0.0,0.0,0.0,946.3,34.0,34.0,34.0,299.81,239.85,0.0,0.0,0.0,539.66,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,0.0,0.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,1.0,1.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,36.0,36.0,36.0,325.11,260.09,0.0,0.0,0.0,585.2
1372664-1,Ativa,Ativa,Y21S227376,Unijato,MARCA A,"1,6","3/4""",Classe B,25/04/2022,Residencial,1.0,,,,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,1.97,0.0,0.0,91.0,12.0,12.0,12.0,67.66,54.13,1.95,0.0,0.0,123.74,10.0,10.0,10.0,49.46,39.57,1.95,0.0,0.0,90.98,9.0,9.0,10.0,49.46,39.57,2.41,0.0,0.0,91.44,10.0,10.0,10.0,49.46,39.57,2.61,0.0,0.0,91.64,11.0,11.0,11.0,58.56,46.85,2.56,0.0,0.0,107.97,12.0,12.0,12.0,67.66,54.13,2.73,0.0,0.0,124.52,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79
1372680-3,Ativa,Ativa,Y24L183638,Unijato,MARCA C,"1,6","3/4""",Classe A,25/06/2025,Residencial,1.0,,,,21.0,21.0,21.0,156.6,125.28,3.02,0.0,0.0,284.9,19.0,19.0,19.0,137.54,110.03,6.12,0.0,0.0,253.69,13.0,13.0,13.0,80.36,64.29,3.98,0.0,0.0,148.63,22.0,22.0,22.0,166.13,132.9,2.05,0.0,0.0,301.08,16.0,16.0,16.0,104.06,83.25,2.14,0.0,0.0,189.45,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,2.0,2.0,10.0,49.46,39.57,6.77,0.0,0.0,95.8,3.0,3.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,5.08,0.0,0.0,110.49,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,11.01,0.0,0.0,100.04,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1372684-6,Ativa,Ativa,Y21S227107,Unijato,MARCA A,"1,6","3/4""",Classe B,25/04/2022,Residencial,1.0,,,,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,5.0,5.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,16.0,16.0,16.0,104.06,83.25,5.14,0.0,0.0,192.45,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,23.0,23.0,23.0,167.76,134.21,0.0,0.0,0.0,301.97,25.0,25.0,25.0,185.96,148.77,6.78,0.0,0.0,341.51,22.0,22.0,22.0,158.66,126.93,5.56,0.0,0.0,291.15,23.0,23.0,23.0,167.76,134.21,6.0,0.0,0.0,307.97,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59
1372691-9,Ativa,Ativa,Y24L094588,Unijato,MARCA C,"1,6","3/4""",Classe A,14/08/2025,Residencial,1.0,,,,14.0,14.0,14.0,89.89,71.91,4.76,0.0,0.0,166.56,19.0,19.0,19.0,137.54,110.03,0.0,0.0,0.0,247.57,18.0,18.0,18.0,128.01,102.41,3.69,0.0,0.0,234.11,23.0,23.0,23.0,175.66,140.53,4.54,0.0,0.0,320.73,15.0,15.0,15.0,94.96,75.97,4.81,0.0,0.0,175.74,17.0,17.0,17.0,113.16,90.53,9.38,0.0,0.0,213.07,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,19.0,19.0,19.0,131.36,105.09,196.49,0.0,0.0,432.94,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,0.0,0.0,10.46,0.0,0.0,10.46,0.0,0.0,10.0,49.46,39.57,25.41,0.0,0.0,114.44,0.0,0.0,0.0,,,,,,
1372705-2,Ativa,Ativa,Y21S227238,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,10.0,10.0,10.0,51.77,41.42,2.44,0.0,0.0,95.63,14.0,14.0,14.0,89.89,71.91,0.0,0.0,0.0,161.8,9.0,9.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,49.46,39.57,3.66,0.0,0.0,92.69,13.0,13.0,13.0,76.76,61.41,1.99,0.0,0.0,140.16,13.0,13.0,13.0,76.76,61.41,10.23,0.0,0.0,148.4,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,4.69,0.0,0.0,93.72,14.0,14.0,14.0,85.86,68.69,11.16,0.0,0.0,165.71,15.0,15.0,15.0,94.96,75.97,0.0,0.0,0.0,170.93,288.0,288.0,288.0,4224.53,3379.62,-7416.84,0.0,0.0,187.31,999755.0,20.0,20.0,140.46,112.37,13.24,0.0,163.19,102.88
1372733-8,Ativa,Ativa,B15B003786,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,18/05/2017,Residencial,12.0,,,,140.0,140.0,140.0,811.84,649.47,0.0,0.0,0.0,1461.31,106.0,106.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,113.0,113.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,119.0,119.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,137.0,137.0,137.0,748.22,598.58,0.0,0.0,0.0,1346.8,137.0,137.0,137.0,748.22,598.58,0.0,0.0,0.0,1346.8,157.0,157.0,157.0,930.22,744.18,32.68,0.0,0.0,1707.08,128.0,128.0,128.0,666.32,533.06,0.0,0.0,0.0,1199.38,134.0,134.0,134.0,720.92,576.74,27.46,0.0,0.0,1325.12,124.0,124.0,124.0,629.92,503.94,0.0,0.0,0.0,1133.86,131.0,131.0,131.0,693.62,554.9,0.0,0.0,0.0,1248.52,154.0,154.0,154.0,902.92,722.34,0.0,0.0,0.0,1625.26,125.0,125.0,125.0,639.02,511.22,0.0,0.0,0.0,1150.24
1372768-0,Ativa,Ativa,Y17S121760,Unijato,MARCA A,"1,6","3/4""",Classe B,01/04/2021,Residencial,1.0,,,,20.0,20.0,20.0,147.07,117.66,0.0,0.0,0.0,264.73,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,4.0,4.0,10.0,51.77,41.42,95.73,0.0,0.0,188.92,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55,15.0,15.0,15.0,94.96,75.97,24.58,0.0,0.0,195.51,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,20.0,20.0,20.0,140.46,112.37,45.49,0.0,0.0,298.32,21.0,21.0,21.0,149.56,119.65,11.62,0.0,0.0,280.83,16.0,16.0,16.0,104.06,83.25,0.0,0.0,0.0,187.31,21.0,21.0,21.0,149.56,119.65,29.31,0.0,0.0,298.52
1372770-2,Ativa,Ativa,A23AA0210232,Unijato,MARCA A,"1,5","3/4""",Classe B,23/03/2026,Residencial,16.0,,,,110.0,110.0,160.0,828.32,662.66,37.31,0.0,0.0,1528.29,0.0,0.0,160.0,828.32,662.66,31.81,0.0,0.0,1522.79,0.0,0.0,160.0,828.32,662.66,155.07,0.0,0.0,1646.05,0.0,0.0,160.0,828.32,662.66,0.0,0.0,0.0,1490.98,29.0,29.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,154.0,154.0,160.0,791.36,633.09,32.61,0.0,0.0,1457.06,173.0,173.0,173.0,909.66,727.73,32.48,0.0,0.0,1669.87,155.0,155.0,160.0,791.36,633.09,35.9,0.0,0.0,1460.35,134.0,134.0,160.0,791.36,633.09,29.91,0.0,0.0,1454.36,126.0,126.0,160.0,791.36,633.09,31.01,0.0,0.0,1455.46,138.0,138.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45,156.0,156.0,160.0,791.36,633.09,28.96,0.0,0.0,1453.41,106.0,106.0,160.0,791.36,633.09,0.0,0.0,0.0,1424.45
1372825-3,Ativa,Ativa,Y21S227146,Unijato,MARCA A,"1,6","3/4""",Classe B,18/04/2022,Residencial,1.0,,,,15.0,15.0,15.0,99.42,79.54,0.0,0.0,0.0,178.96,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,14.0,14.0,14.0,89.89,71.91,3.02,0.0,0.0,164.82,11.0,11.0,11.0,61.3,49.04,0.0,0.0,0.0,110.34,9.0,9.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,8.0,8.0,10.0,49.46,39.57,2.64,0.0,0.0,91.67,9.0,9.0,10.0,49.46,39.57,2.48,0.0,0.0,91.51,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,9.0,9.0,10.0,49.46,39.57,3.22,0.0,0.0,92.25,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17
1372843-1,Ativa,Ativa,Y21S506274,Unijato,MARCA A,"1,6","3/4""",Classe B,23/08/2022,Residencial,1.0,,,,21.0,21.0,21.0,156.6,125.28,0.0,0.0,0.0,281.88,16.0,16.0,16.0,108.95,87.16,0.0,0.0,0.0,196.11,18.0,18.0,18.0,128.01,102.41,0.0,0.0,0.0,230.42,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,18.0,18.0,18.0,122.26,97.81,0.0,0.0,0.0,220.07,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,20.0,20.0,20.0,140.46,112.37,0.0,0.0,0.0,252.83,21.0,21.0,21.0,149.56,119.65,0.0,0.0,0.0,269.21,22.0,22.0,22.0,158.66,126.93,0.0,0.0,0.0,285.59,19.0,19.0,19.0,131.36,105.09,0.0,0.0,0.0,236.45
1372846-6,Ativa,Ativa,Y21S227155,Unijato,MARCA A,"1,6","3/4""",Classe B,28/03/2022,Residencial,1.0,,,,13.0,13.0,13.0,80.36,64.29,0.0,0.0,0.0,144.65,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,12.0,12.0,12.0,70.83,56.66,0.0,0.0,0.0,127.49,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,14.0,14.0,14.0,85.86,68.69,0.0,0.0,0.0,154.55
1372863-6,Ativa,Ativa,Y22S490277,Unijato,MARCA A,"1,6","3/4""",Classe B,29/01/2024,Residencial,1.0,,,,17.0,17.0,17.0,118.48,94.78,11.69,0.0,0.0,224.95,7.0,7.0,10.0,51.77,41.42,13.6,0.0,0.0,106.79,4.0,4.0,10.0,51.77,41.42,5.14,0.0,0.0,98.33,22.0,22.0,22.0,166.13,132.9,3.34,0.0,0.0,302.37,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,21.0,21.0,21.0,149.56,119.65,12.21,0.0,0.0,281.42,11.0,11.0,11.0,58.56,46.85,0.0,0.0,0.0,105.41,13.0,13.0,13.0,76.76,61.41,0.0,0.0,0.0,138.17,11.0,11.0,11.0,58.56,46.85,1.96,0.0,0.0,107.37,6.0,6.0,10.0,49.46,39.57,8.59,0.0,0.0,97.62,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,17.0,17.0,17.0,113.16,90.53,13.63,0.0,0.0,217.32,5.0,5.0,10.0,49.46,39.57,27.68,0.0,0.0,116.71
1372915-2,Ativa,Ativa,Y21S227192,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,10.0,10.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,51.77,41.42,2.72,0.0,0.0,95.91,9.0,9.0,10.0,51.77,41.42,1.81,0.0,0.0,95.0,12.0,12.0,12.0,70.83,56.66,1.88,0.0,0.0,129.37,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,10.0,10.0,10.0,49.46,39.57,1.95,0.0,0.0,90.98,10.0,10.0,10.0,49.46,39.57,1.85,0.0,0.0,90.88,9.0,9.0,10.0,49.46,39.57,2.25,0.0,0.0,91.28,10.0,10.0,10.0,49.46,39.57,1.86,0.0,0.0,90.89,11.0,11.0,11.0,58.56,46.85,1.81,0.0,0.0,107.22,10.0,10.0,10.0,49.46,39.57,2.48,0.0,0.0,91.51,10.0,10.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,12.0,12.0,12.0,67.66,54.13,0.0,0.0,0.0,121.79
1372960-8,Ativa,Ativa,B15B003774,ULTRASSÔNICO,MARCA B,"4,0","3/4""",Classe C,18/05/2017,Residencial,12.0,,,,127.0,127.0,127.0,687.95,550.36,0.0,0.0,0.0,1238.31,104.0,104.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,92.0,92.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,111.0,111.0,120.0,621.24,496.99,0.0,0.0,0.0,1118.23,100.0,100.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,104.0,104.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,101.0,101.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,103.0,103.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,103.0,103.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,109.0,109.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,95.0,95.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,92.0,92.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34,103.0,103.0,120.0,593.52,474.82,0.0,0.0,0.0,1068.34
1373043-6,Ativa,Ativa,Y21S227242,Unijato,MARCA A,"1,6","3/4""",Classe B,20/05/2022,Residencial,1.0,,,,5.0,5.0,10.0,51.77,41.42,2.73,0.0,0.0,95.92,22.0,22.0,22.0,166.13,132.9,0.0,0.0,0.0,299.03,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,6.0,6.0,10.0,51.77,41.42,0.0,0.0,0.0,93.19,8.0,8.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,4.0,4.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,7.0,7.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,6.0,6.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03,5.0,5.0,10.0,49.46,39.57,0.0,0.0,0.0,89.03
1373064-9,Ativa,Ativa,Y21S227281,Unijato,MARCA A,"1,6","3/4""",Classe B,19/05/2022,Residencial,1.0,,,,40.0,40.0,40.0,393.32,314.66,0.0,0.0,0.0,707.98,60.0,60.0,60.0,689.42,551.54,24.49,0.0,0.0,1265.45,10.0,10.0,10.0,0.0,0.0,463.95,0.0,0.0,463.95,28.0,28.0,28.0,234.44,187.55,287.84,0.0,0.0,709.83,29.0,29.0,29.0,236.56,189.25,287.84,0.0,0.0,713.65,35.0,35.0,35.0,312.46,249.97,343.15,0.0,0.0,905.58,34.0,34.0,34.0,299.81,239.85,332.56,0.0,0.0,872.22,29.0,29.0,29.0,236.56,189.25,320.17,0.0,0.0,745.98,32.0,32.0,32.0,274.51,219.61,287.84,0.0,0.0,781.96,26.0,26.0,26.0,198.61,158.89,381.98,0.0,0.0,739.48,41.0,41.0,41.0,388.36,310.69,287.84,0.0,0.0,986.89,29.0,29.0,29.0,236.56,189.25,287.84,0.0,0.0,713.65,28.0,28.0,28.0,223.91,179.13,0.0,0.0,0.0,403.04
